HPILSQ[HPILS1],HPILSQ[HPILS2],HPILSQ[HPILS3],HPILSQ[HPILS4],HPILSQ[HPILS5],HPILSQ[HPILS6],HPILSQ[HPILS7],HPILSQ[HPILS8],HPILSQ[HPILS9],HPILSQ[HPILS10],HPILSQ[HPILS11],HPILSQ[HPILS12],HPILSQ[HPILS13],HPILSQ[HPILS14],HPILSQ[HPILS15],HPILSQ[HPILS16],HPILSQ[HPILS17],HPILSA,HPILSB,HPILSC,HPILSD,HPILSMAX,HPILSDOM,HPILSRESULT,CommuteTime[In],CommuteTime[Out],OffCampusResps,HomeCity,HomeCity[comment],BB01,BB03,BB02,BB04,BB08,BB05,BB06,BB07,BB11,BB09,BB10,BB14,BB12,BB13,BB16,BB15,BB18,BB17,BBL,BBR,BBA,BBB,BBLR,BBQuadrant,BBAB,BBLabel,BBResults,BBDebug,DontCall,DontCallJusticiation,FS02,FS01,FS07,FS03,FS04,FS05,FS06,FS10,FS08,FS09,FS12,FS11,FS13,FS14,FS16,FS15,FS19,FS17,FS18,FS25,FS20,FS21,FS22,FS23,FS24,FS29,FS26,FS27,FS28,FS36,FS30,FS31,FS32,FS33,FS34,FS35,FS42,FS37,FS38,FS39,FS40,FS41,FS43,FS44,FSActive,FSReflective,FSSensory,FSIntuitive,FSVisual,FSVerbal,FSSequential,FSGlobal,FSActRefCalc,FSSensIntCalc,FSVisVerbCalc,FSSeqGlobCalc,FSIsActive,FSIsReflective,FSActRefStrength,FSActRefLabel,FSIsSensing,FSIsIntuitive,FSSensIntStrength,FSSensIntLabel,FSIsVisual,FSIsVerbal,FSVisVerbStrength,FSVisVerbLabel,FSIsSequential,FSIsGlobal,FSSeqGlobStrength,FSSeqGlobLabel,FSDisplayResults,DUCKAll[DUCK01],DUCKAll[DUCK02],DUCKAll[DUCK03],DUCKAll[DUCK04],DUCKAll[DUCK05],DUCKAll[DUCK06],DUCKAll[DUCK07],DUCKAll[DUCK08],DUCKAll[DUCK09],DUCKAll[DUCK10],DUCKAll[DUCK11],DUCKAll[DUCK12],DUCKRESULT,DUCKCALC,PortableTech[NONE],PortableTech[ANDROID],PortableTech[APHABLET],PortableTech[ATABLET],PortableTech[IPHONE],PortableTech[iPAD],PortableTech[SURFACE],PortableTech[CHROMEBOOK],PortableTech[WINDOWS],PortableTech[LINUX],PortableTech[MACBOOK],PortableTech[other],CommonLanguages[Arabic],CommonLanguages[Chinese],CommonLanguages[Farsi],CommonLanguages[French],CommonLanguages[German],CommonLanguages[Hindi],CommonLanguages[Japanese],CommonLanguages[Korean],CommonLanguages[Malay],CommonLanguages[Russian],CommonLanguages[Slav],CommonLanguages[Spanish],CommonLanguages[Tamil],CommonLanguages[Urdu],CommonLanguages[CustomOther],Farsi[Argue],Farsi[Chat],Farsi[Write],Farsi[Notes],Farsi[Joke],Farsi[Read],English[Argue],English[Chat],English[Write],English[Notes],English[Joke],English[Read],ArabicProficiency[Argue],ArabicProficiency[Chat],ArabicProficiency[Write],ArabicProficiency[Notes],ArabicProficiency[Joke],ArabicProficiency[Read],ChineseDialects[Dialect1],ChineseDialects[Dialect2],ChineseDialects[Dialect3],Chinese[Guan],Chinese[Wu],Chinese[Yue],Chinese[Min],Chinese[Xiang],Chinese[Hakka],Chinese[Gan],Chinese[Jin],Chinese[Other1],French[Argue],French[Chat],French[Write],French[Notes],French[Joke],French[Read],Hindi[Argue],Hindi[Chat],Hindi[Write],Hindi[Notes],Hindi[Joke],Hindi[Read],Malay[Argue],Malay[Chat],Malay[Write],Malay[Notes],Malay[Joke],Malay[Read],Japanese[Argue],Japanese[Chat],Japanese[Write],Japanese[Notes],Japanese[Joke],Japanese[Read],Korean[Argue],Korean[Chat],Korean[Write],Korean[Notes],Korean[Joke],Korean[Read],German[Argue],German[Chat],German[Write],German[Notes],German[Joke],German[Read],OtherLanguages[Other1],OtherLanguages[Other2],OtherLanguages[Other3],OtherLanguages[Other4],Slav[Argue],Slav[Chat],Slav[Write],Slav[Notes],Slav[Joke],Slav[Read],Russian[Argue],Russian[Chat],Russian[Write],Russian[Notes],Russian[Joke],Russian[Read],Tamil[Argue],Tamil[Chat],Tamil[Write],Tamil[Notes],Tamil[Joke],Tamil[Read],Spanish[Argue],Spanish[Chat],Spanish[Write],Spanish[Notes],Spanish[Joke],Spanish[Read],Urdu[Argue],Urdu[Chat],Urdu[Write],Urdu[Notes],Urdu[Joke],Urdu[Read],Guan[Argue],Guan[Chat],Guan[Write],Guan[Notes],Guan[Joke],Guan[Read],Wu[Argue],Wu[Chat],Wu[Write],Wu[Notes],Wu[Joke],Wu[Read],Yue[Argue],Yue[Chat],Yue[Write],Yue[Notes],Yue[Joke],Yue[Read],Min[Argue],Min[Chat],Min[Write],Min[Notes],Min[Joke],Min[Read],Xiang[Argue],Xiang[Chat],Xiang[Write],Xiang[Notes],Xiang[Joke],Xiang[Read],ChineseDialect3[Argue],ChineseDialect3[Chat],ChineseDialect3[Write],ChineseDialect3[Notes],ChineseDialect3[Joke],ChineseDialect3[Read],Hakka[Argue],Hakka[Chat],Hakka[Write],Hakka[Notes],Hakka[Joke],Hakka[Read],Gan[Argue],Gan[Chat],Gan[Write],Gan[Notes],Gan[Joke],Gan[Read],Jin[Argue],Jin[Chat],Jin[Write],Jin[Notes],Jin[Joke],Jin[Read],ChineseDialect1[Argue],ChineseDialect1[Chat],ChineseDialect1[Write],ChineseDialect1[Notes],ChineseDialect1[Joke],ChineseDialect1[Read],ChineseDialect2[Argue],ChineseDialect2[Chat],ChineseDialect2[Write],ChineseDialect2[Notes],ChineseDialect2[Joke],ChineseDialect2[Read],OtherLang2[Argue],OtherLang2[Chat],OtherLang2[Write],OtherLang2[Notes],OtherLang2[Joke],OtherLang2[Read],OtherLang3[Argue],OtherLang3[Chat],OtherLang3[Write],OtherLang3[Notes],OtherLang3[Joke],OtherLang3[Read],OtherLang4[Argue],OtherLang4[Chat],OtherLang4[Write],OtherLang4[Notes],OtherLang4[Joke],OtherLang4[Read],OtherLang1[Argue],OtherLang1[Chat],OtherLang1[Write],OtherLang1[Notes],OtherLang1[Joke],OtherLang1[Read],EngrMotivation,GeneralMotivations[MOST],GeneralMotivations[SECOND],GeneralMotivations[THIRD],CEABAttributes,RankBySelf[1],RankBySelf[2],RankBySelf[3],RankBySelf[4],RankBySelf[5],RankBySelf[6],RankBySelf[7],RankBySelf[8],RankBySelf[9],RankBySelf[10],RankBySelf[11],RankBySelf[12],RankByIndustry[1],RankByIndustry[2],RankByIndustry[3],RankByIndustry[4],RankByIndustry[5],RankByIndustry[6],RankByIndustry[7],RankByIndustry[8],RankByIndustry[9],RankByIndustry[10],RankByIndustry[11],RankByIndustry[12],RankByLearning[1],RankByLearning[2],RankByLearning[3],RankByLearning[4],RankByLearning[5],RankByLearning[6],RankByLearning[7],RankByLearning[8],RankByLearning[9],RankByLearning[10],RankByLearning[11],RankByLearning[12],AccessProfile,AccessBBA
S,S,U,S,U,U,S,S,S,S,U,U,U,R,S,U,S,4,4,6,3,6,Converger,,50,60,Y,T,,B,A,B,B,A,A,B,A,B,B,A,A,A,A,A,B,A,B,4,5,6,3,R,RA,A,Driver,,,Y,"I prefer to participate in open team/group discussions and input when I have something meaningful to contribute. That said, I don't find it too uncomfortable to be called upon directly. ",A,A,A,A,B,B,B,B,A,A,A,A,B,A,B,B,A,B,A,B,B,B,A,A,A,A,B,B,B,B,A,A,A,A,B,A,A,B,A,A,B,B,B,A,5,6,7,4,8,3,5,6,-1,3,5,-1,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,VM,S,NM,S,S,VM,NM,S,M,VM,NM,M,,3.9,,Y,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manag,Manag,Frust,Frust,Manag,Manag,,,,,,,Manag,Comfy,Frust,Frust,Comfy,Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I actually really like chemistry, but overall science and math in general. I thought engineering was a more realistic (I guess) way of using those skills, basically applying them to solve problems that are actually present. I also like music and the arts but I didn't think I was ""good enough"" at it to be in a program. I thought of those more as hobbies than something I wanted to spend my time pursuing through a degree. I chose an undergrad degree because I believe that it is a necessity if I want to become an engineer in the future. ",Helping other people through solving their issues/problems,Making enough money to give back to my family and start my own family,Being able to pursue something that'll make me happy,,GA10,GA01,GA12,GA02,GA03,GA09,GA06,GA07,GA04,GA05,GA08,GA11,GA10,GA01,GA06,GA07,GA08,GA11,GA02,GA03,GA04,GA09,GA05,GA12,GA01,GA05,GA06,GA02,GA03,GA04,GA09,GA08,GA10,GA11,GA07,GA12,Y,Y
U,U,U,S,U,U,U,S,U,U,U,R,S,S,S,U,S,4,7,5,1,7,Assimilator,,5,5,N,T,,B,B,B,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,5,4,7,2,L,LA,A,Analytical,,,N,,B,A,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,A,A,B,B,A,A,A,B,A,B,A,A,A,B,A,B,B,B,B,A,B,A,B,B,B,A,A,7,4,5,6,8,3,7,4,3,-1,5,3,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,S,M,NM,S,S,M,NM,NM,M,VM,NM,M,,3.7,,Y,,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,Y,,,,,,,,,Frust,Frust,Manag,Frust,Frust,Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Frust,Frust,Manag,Frust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I've loved math and science for as long as I can remember, and I have always been curious about the natural world and its order. I read as many books about science as I could get my hands on and always questioned the world around me. I recall asking my dad when I was quite young: ""Why don't rocks jump off of the ground?"" My family also has a strong background in science, which further motivated me. I also learned that I love to think about problems and create novel solutions to those problems. As well, I enjoy taking challenges. Finally, I wanted to make a meaningful difference in the world through the combination of all of the above characteristics. However, it took a long time before I realized that an undergraduate degree in engineering was best suited for me.

Initially, I thought about taking a pure science university program, but I eventually realized that while some sciences would allow you to apply what you learn to real-life scenarios (such as food science), many other programs were more geared towards research with few chances to apply your knowledge to help others.
In addition, I had seriously considered pursuing music at university, which is one of my greatest passions. However, my desire to tackle global issues through applied science and engineering won out, and I decided to continue music as a hobby.",Contribute meaningfully to society and making an impact,Making a decent living to support myself and my family,Enjoying life to the fullest,,GA06,GA07,GA10,GA09,GA11,GA12,GA08,GA03,GA02,GA04,GA05,GA01,GA08,GA07,GA06,GA11,GA02,GA03,GA04,GA12,GA01,GA05,GA09,GA10,GA01,GA04,GA02,GA07,GA09,GA06,GA10,GA05,GA11,GA12,GA03,GA08,Y,Y
S,S,S,R,S,U,S,R,S,S,U,U,U,S,U,U,S,2,4,7,4,7,Converger,,5,5,N,T,,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,A,B,B,2,7,1,8,R,RB,B,Expressive,,,N,,B,A,A,A,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,A,B,B,A,B,B,B,A,B,A,B,A,A,B,B,A,B,A,A,B,B,B,A,A,7,4,4,7,9,2,4,7,3,-3,7,-3,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,M,M,S,S,M,VM,M,S,NM,VM,M,M,,3.1,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Frust,Frust,Comfy,Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Engineering for me represents opportunity. During my application process, once thing that constantly deterred me from other fields of studies was the lack of range and depth covered in each of the courses they offered. I wanted to be able to be well educated in all aspects of learning. I don't believe certain subjects are more important than others (ex. physics over biology), but rather believe that an understanding of all subjects is what creates well rounded students capable of tackling all sorts of problems. This, in the end, is what drew me to engineering (or eng sci in particular). I want to be able to come out of this program with a well rounded knowledge set, so I know that in the future, I'll have the tools to tackle what ever problems are thrown at me. If I could live on this earth forever, I'd try and learn everything the world has to offer, and use that knowledge to 1. solve the most unreachable problems, 2. push innovation to its limits, and 3. help my community become the best place it could possibly be. I feel like engineering is the closest I can get to that in the short amount of time I have, and that, therefore, is the motivation that has pushed me into choosing engineering as my undergraduate degree. ",Making a impact that will be remembered (and helpful),"Stability (in finances, friendships, etc...) so I have a strong foundation upon which I can pursue my dreams","Making others proud, happier, etc... (family, friends, teachers, strangers)",,GA12,GA09,GA04,GA02,GA01,GA07,GA10,GA08,GA06,GA03,GA11,GA05,GA11,GA08,GA07,GA01,GA06,GA10,GA05,GA02,GA03,GA04,GA09,GA12,GA12,GA04,GA01,GA09,GA07,GA06,GA02,GA10,GA05,GA08,GA03,GA11,Y,Y
U,S,S,R,S,U,S,S,S,U,S,S,R,S,S,S,S,5,4,5,3,5,Accommodator,,20,20,N,T,,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,9,0,8,1,L,LA,A,Analytical,,,N,,A,A,A,A,B,B,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,B,A,A,A,A,A,B,B,B,A,B,B,A,A,A,B,A,A,B,B,A,A,3,8,9,2,11,0,6,5,-5,7,11,1,,1,moderately,moderately Reflective,,1,moderately,moderately Intuitive,,1,very strongly,very strongly Verbal,,1,slightly,slightly Global,,S,VM,NM,M,VM,M,S,VM,S,S,NM,M,,2.9,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Manag,Manag,Manag,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I chose to pursue an Engineering degree because of:
a) My passion for technology: I've always had a strong interest in computers and the tech industry. I wanted to study the process of designing and building these products as well as the technical knowledge behind them.
b) Practicality and my preference for hands-on learning: I'm a tinkerer, and engineering allows me to use practical skills and my creativity to actually build things that will have practical benefits. I very much prefer this over another more theory-heavy program, say, Computer Science.",The process of creating something original that I could be proud of and that other people could enjoy / benefit from,"Helping others through various means - explaining a concept, technical support, give directions, building a product, etc.",Having financial security,,GA04,GA02,GA06,GA05,GA09,GA10,GA08,GA07,GA12,GA01,GA03,GA11,GA01,GA05,GA07,GA08,GA06,GA11,GA04,GA02,GA03,GA09,GA10,GA12,GA04,GA01,GA05,GA02,GA06,GA09,GA10,GA03,GA07,GA08,GA12,GA11,Y,Y
U,S,S,S,U,R,U,U,U,S,U,U,R,U,H,S,U,2,6,7,2,7,Converger,,70,70,N,E,,B,B,B,B,B,A,B,B,B,A,B,B,B,A,A,B,B,A,4,5,1,8,R,RB,B,Expressive,,,N,,B,A,B,A,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,B,B,B,A,A,A,B,B,B,A,B,A,A,A,A,B,6,5,3,8,7,4,5,6,1,-5,3,-1,,1,slightly,slightly Reflective,,1,moderately,moderately Intuitive,,1,slightly,slightly Verbal,,1,slightly,slightly Global,,VM,M,S,VM,S,VM,S,S,M,VM,M,VM,,3.8,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I am motivated my engineering for several reasons. Firstly, I have a strong desire to learn, and I will get a chance to be a life long learner in Engineering. In particular, I have a passion for math and physics, which is the basic theory than an engineer uses to solve problems. I am looking forward to getting a chance to be creative and make new designs. I am interested in trying new things, and solving questions different ways. I think that working together is an effective way to solve a problem. I like being challenged by others, and building off of other people's ideas to solve problems effectively. I am still unsure of which engineering field I wish to pursue, so I choose engineering science. I think it is a great program because I will be exposed to different areas in engineering in the first two years, and it gives me many possibilities for my future.","being challenged by others, encouraging me to grow",forming good habits,helping others reach their full potential,,GA12,GA02,GA01,GA04,GA05,GA06,GA07,GA03,GA10,GA09,GA11,GA08,GA01,GA04,GA05,GA10,GA03,GA06,GA07,GA08,GA02,GA09,GA11,GA12,GA12,GA01,GA02,GA05,GA04,GA03,GA06,GA07,GA08,GA10,GA09,GA11,Y,Y
H,U,S,S,R,S,U,R,S,R,U,U,S,S,H,R,U,2,9,4,2,9,Assimilator,,25,25,N,T,,B,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,7,2,6,3,L,LA,A,Analytical,,,N,,A,A,A,A,B,B,A,A,A,B,A,B,B,B,A,B,B,B,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,A,B,A,A,B,A,A,B,B,B,A,4,7,9,2,7,4,7,4,-3,7,3,3,,1,slightly,slightly Reflective,,1,moderately,moderately Intuitive,,1,slightly,slightly Verbal,,1,slightly,slightly Global,,VM,NM,S,NM,NAA,VM,NM,M,NAA,S,NM,VM,,3.6,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Manag,Comfy,Comfy,Comfy,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Manag,Comfy,Manag,Comfy,,,,,,,Frust,Manag,Frust,Manag,Frust,Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I really like math, science and problem solving. Learning more knowledge makes me happy and fulfilled. In the meantime, I want to showcase my knowledge, and help people do better in their lives. Engineers contribute to the development of the world in a very meaningful way, and they are often fearless of their challenges and do not fall from their mistakes. That's what motivates me to be an engineer -- to pioneer in a specific area and let people enjoy the benefits of it. Personally I am not the most hand-on person either, but I am passionate about learning to be practical and collaborative, and even a become a good leader. ",Learning to use tools and build things in a more efficient way,"Plan my university life well so that I can enjoy my life with friends, excel in academics and extra-curriculars while not spending too much money","Making others comfortable, safe and respected around me",,GA09,GA02,GA10,GA01,GA08,GA12,GA07,GA06,GA04,GA05,GA03,GA11,GA02,GA08,GA11,GA06,GA07,GA01,GA10,GA04,GA03,GA05,GA09,GA12,GA01,GA02,GA05,GA03,GA06,GA04,GA07,GA10,GA08,GA12,GA11,GA09,Y,Y
S,S,U,U,U,S,U,U,U,U,U,R,R,S,U,R,U,4,6,4,3,6,Assimilator,,10,10,N,T,,A,B,B,B,A,A,B,A,A,A,B,B,A,A,A,B,A,A,7,2,4,5,L,LB,B,Amiable,,,N,,B,B,A,A,A,A,A,B,A,B,A,A,A,B,B,B,B,B,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,B,B,A,B,A,B,B,B,A,A,5,6,5,6,6,5,8,3,-1,-1,1,5,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,slightly,slightly Verbal,,1,moderately,moderately Global,,S,VM,VM,M,S,VM,NM,NAA,M,VM,S,VM,,3.6,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Comfy,Comfy,Manag,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The reason I chose engineering over other paths, is because I like the idea of learning a mindset that can be used to develop and learn new skills, rather than just memorizing a set of skills that accomplish one particular thing. Of all the engineers I know, a lot of them have been able to work in areas outside of their own expertise, because they posses that ability to learn new skills without being explicitly taught them. 

Along with that flexibility, the other reason I chose engineering is because I think my generation is going to have some big environmental problems to deal with in the next few decades, and I want to be able to do something to help solve (or minimize) the consequences  of those problems. 
Being able to think in a way that not a lot of people can (and being able to apply this to ALL aspects of life)
",Being able to think in a way that not a lot of people can (and being able to apply this to ALL aspects of life),Having the ability to make a broader impact (preferably for the better) ,Being able to work in a variety of environments and jobs,,GA07,GA02,GA09,GA10,GA12,GA05,GA04,GA01,GA08,GA03,GA06,GA11,GA01,GA08,GA05,GA11,GA02,GA04,GA12,GA03,GA06,GA07,GA10,GA09,GA02,GA09,GA01,GA07,GA04,GA05,GA03,GA08,GA12,GA10,GA06,GA11,Y,Y
S,U,S,U,S,S,U,S,U,S,U,U,S,U,S,S,S,3,5,5,4,5,Assimilator,,10,10,N,T,,B,B,B,B,B,B,B,B,B,A,B,A,B,B,A,B,B,A,2,7,2,7,R,RB,B,Expressive,,,N,,B,A,A,A,B,A,B,B,B,A,A,A,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,A,B,B,B,A,A,B,B,A,A,A,B,A,B,A,A,B,6,5,1,10,10,1,2,9,1,-9,9,-7,,1,slightly,slightly Reflective,,1,very strongly,very strongly Intuitive,,1,very strongly,very strongly Verbal,,1,moderately,moderately Global,,M,NM,S,M,M,M,S,S,NM,VM,M,M,,3.3,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Frust,Frust,Comfy,Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I chose an undergraduate degree in Engineering because I wanted an undergraduate experience that was intellectually stimulating and appealed to my interests in the maths and sciences. I felt that the technical knowledge that I will gain in an undergraduate engineering degree will help increase my potential to succeed in employment and entrepreneurship as opposed to directly entering the workforce. Moreover, I also chose to pursue engineering studies because of the rigour of the curriculum; I do not like being bored and having lots of idle time. 

Furthermore, as opposed to other programs that would have interested me such as music, the humanities, and the natural sciences, an undergraduate degree in engineering will provide me with a stable base to continue my career in many ways. I could choose to pursue a career in industry and try to obtain job stability or I could pursue graduate studies. Furthermore, an engineering degree, as opposed to many other degrees, will allow me to access more lucrative jobs.",Learning as much as I can in 4 years,Flexibility upon graduation,Financial stability once I decide to go into employment,,GA09,GA10,GA01,GA02,GA03,GA04,GA07,GA06,GA05,GA11,GA08,GA12,GA02,GA03,GA04,GA05,GA07,GA06,GA08,GA01,GA11,GA09,GA10,GA12,GA01,GA04,GA03,GA05,GA02,GA09,GA06,GA10,GA07,GA12,GA08,GA11,Y,Y
S,R,R,U,U,U,S,R,U,S,U,U,U,R,R,H,S,2,6,2,7,7,Diverger,,20,20,N,T,,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,7,2,6,3,L,LA,A,Analytical,,,N,,A,A,A,B,A,A,B,B,B,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,B,B,B,B,A,B,A,A,B,B,B,A,A,B,B,B,B,A,B,A,6,5,4,7,6,5,5,6,1,-3,1,-1,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,slightly,slightly Verbal,,1,slightly,slightly Global,,NM,VM,VM,NM,M,M,M,M,S,NM,S,M,,2.3,,Y,,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,,,Comfy,Comfy,Manag,Comfy,Comfy,Manag,,,,,,,,,,Y,,,,,,,,,Comfy,Manag,Manag,Comfy,Manag,Frust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frust,Manag,Frust,Frust,Manag,Frust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I chose Engineering because it is a discipline that uses a variety of tools such as math and physics in order to solve problems on a large scale. What appealed to me was the fact that engineers must implement these tools into their designs, rather than learning for the sake of learning.",Being able to have input and involvement in large scale projects,Making a comfortable living,Designing projects and doing research that can benefit the world,,GA10,GA07,GA09,GA01,GA06,GA03,GA02,GA04,GA05,GA08,GA12,GA11,GA07,GA01,GA02,GA03,GA04,GA11,GA06,GA12,GA05,GA09,GA08,GA10,GA05,GA02,GA04,GA03,GA01,GA06,GA11,GA09,GA10,GA07,GA12,GA08,Y,Y
S,U,S,U,U,U,S,U,S,U,U,U,S,U,U,U,U,1,9,4,3,9,Assimilator,,10,10,N,T,,B,B,B,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,3,6,1,8,R,RB,B,Expressive,,,N,,B,A,B,A,B,A,B,B,A,A,A,A,A,B,B,B,A,B,A,A,A,B,B,A,A,A,B,B,B,A,A,B,B,B,A,B,B,A,B,B,B,B,A,B,7,4,3,8,5,6,5,6,3,-5,-1,-1,,1,slightly,slightly Reflective,,1,moderately,moderately Intuitive,,1,slightly,slightly Verbal,,1,slightly,slightly Global,,VM,M,M,M,VM,VM,S,NM,VM,VM,S,VM,,3.7,,,,,Y,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,Manag,Comfy,Frust,Frust,Comfy,Manag,Manag,Comfy,Frust,Frust,Comfy,Frust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I actually wanted to do a degree in English ever since I was younger, because I wanted to write books and be a storyteller. Turns out, however, that I'm decent at the sciences and maths too. I've always had a curiosity to know how the universe works and how we, as people, fit into it. That's one of the many things engineering and English have in common. You get to learn about the world as we know it and how we fit into it; how to make all the pieces fit together. Engineering Science does a good job of giving you that breadth of knowledge and experience. I did this course, and all of the semester last year and unfortunately had to drop it mid-way into the semester due to an injury, but when I entered I was unsure if this was what I wanted to do. Coming back to it, I know it's something I want to do.",Being someone in a grand universe,Getting to do exciting things and experiencing as much as I can in my life,My support system,,GA01,GA02,GA12,GA07,GA06,GA04,GA03,GA09,GA10,GA05,GA11,GA08,GA01,GA02,GA08,GA07,GA04,GA03,GA05,GA06,GA11,GA09,GA10,GA12,GA01,GA02,GA12,GA07,GA06,GA04,GA03,GA09,GA10,GA05,GA11,GA08,Y,Y
